음식점명,음식종류,위도,경도
즐겨찾기,중식,33.5169961,126.5893825
산전수전,가정식,33.506129,126.5230365
우리웰빙식당,단품요리 전문,33.2490241,126.5637785
빽다방제주연북로점,커피,33.4813555,126.4842385
김준호의대단한갈비 제주용담점,단품요리 전문,33.5094609,126.5100921
여진오메기떡,떡/한과,33.5123544,126.5265244
서영이네 해돈가,단품요리 전문,33.4905172,126.4927898
애월은혜전복,가정식,33.4629675,126.3101799
명륜진사갈비 중문점,가정식,33.2515844,126.4320475
정원,가정식,33.2603892,126.5723621
서귀포통큰장어,가정식,33.256369,126.5732978
인쌩맥주제주연동점,맥주/요리주점,33.4877263,126.4909611
세안아구찜,단품요리 전문,33.4838147,126.4950422
이치진,단품요리 전문,33.2527791,126.5037006
면담,가정식,33.2569045,126.6179037
오라방라운지,단품요리 전문,33.4705937,126.4883601
서광마을국수,단품요리 전문,33.3071802,126.3174379
궁한스샤브신제주점,단품요리 전문,33.482681,126.4945352
가건물,가정식,33.3246744,126.83657
고마로 갈비탕,가정식,33.5117222,126.5388277
영덕대게마을,단품요리 전문,33.483699,126.4888755
교촌치킨 애월하귀점,치킨,33.4823833,126.4151981
성원식당,가정식,33.2100012,126.2914069
폭풍장어이도점,단품요리 전문,33.4964779,126.5367448
하타나카,일식,33.4854767,126.4080059
도남막창,가정식,33.4984826,126.5254552
윤,맥주/요리주점,33.4894491,126.4301899
제주애월회관,단품요리 전문,33.4619392,126.3126324
싱싱프루츠,단품요리 전문,33.4894093,126.5399222
오르막가든,가정식,33.2502339,126.4332008
에이바우트연동신시가지점,커피,33.4785213,126.4900692
돈해상,단품요리 전문,33.4463234,126.2959635
서울 돈까스&김밥,분식,33.2820272,126.720817
청춘부부,단품요리 전문,33.2659786,126.2789592
괸당집성산점,단품요리 전문,33.4509031,126.9146564
옛날통닭,치킨,33.249201,126.5666853
이익새,베이커리,33.407383,126.2655287
신의한근,가정식,33.5247404,126.5908491
제주할망밥상모슬포점,가정식,33.2188929,126.2519455
원풍해장국,가정식,33.5394035,126.674988
세미식당,가정식,33.4692223,126.663863
애월포차,가정식,33.451237,126.3070999
신미민물장어,단품요리 전문,33.4943881,126.5478373
옛날홍가네칼국수,단품요리 전문,33.5047319,126.5250545
바그다드,양식,33.510274,126.5232222
메가엠지씨커피제주남녕점,커피,33.4905631,126.4812745
조은,가정식,33.4914563,126.4734814
안주,일식,33.3071802,126.3174379
아름이네분식,분식,33.2490149,126.5675234
가장맛있는족발이도점,단품요리 전문,33.4923104,126.5424656
남원수제돈까스,단품요리 전문,33.2799499,126.7179525
방일해장국제주점,단품요리 전문,33.4929654,126.4745077
중문수두리보말칼국수,단품요리 전문,33.2515613,126.4249098
핏제리아 필리아 (PIZZERIA Philia),단품요리 전문,33.4746055,126.5441022
하효살롱협동조합,단품요리 전문,33.2565119,126.6219281
용꽈배기신제주점,분식,33.4817038,126.4716083
신설돈가,가정식,33.5123903,126.5387469
국빈대반점,중식,33.4909946,126.4719074
한짓골갈비,가정식,33.4916307,126.5384065
토담집,가정식,33.2534931,126.5717176
바다다,양식,33.2373994,126.4367119
솔트스톤,단품요리 전문,33.5004037,126.5425085
에이바우트커피연북로점,커피,33.4820128,126.4987595
귤하르방,가정식,33.2499119,126.5631633
해녀짬뽕,중식,33.4630212,126.9351368
성산포마농치킨5호점,가정식,33.4610626,126.9326749
주식회사에이바우트스타디움,단품요리 전문,33.50486679999999,126.564294
산야,단품요리 전문,33.2463921,126.5597396
장모술상,가정식,33.4876676,126.432392
제주나기,일식,33.475652,126.3777994
공푸마라탕,가정식,33.4871087,126.4878319
녹색집,가정식,33.4883983,126.4956727
용꽈배기,분식,33.4999308,126.5269289
오돈가,가정식,33.2461315,126.5674909
천지연무태장어서귀포점,가정식,33.252026,126.5549431
교촌치킨 노형점,치킨,33.488658,126.4759493
에이바우트커피베라체점,커피,33.4920738,126.5426924
제주그때그집 중문점,가정식,33.2641706,126.3901044
오래옥,가정식,33.4870032,126.4928352
(주)제이콥에프앤비 제주아일랜드점,단품요리 전문,33.290091,126.352092
교래손칼국수,단품요리 전문,33.4180631,126.6534847
두가시의 부엌,가정식,33.2344521,126.4882801
바당한그릇,단품요리 전문,33.4784701,126.3624307
랍스터빈,양식,33.4843337,126.3810971
서사라모이세해장국직영점,단품요리 전문,33.5034124,126.5142083
무무(mumu),단품요리 전문,33.364338,126.3552026
해녀세자매,단품요리 전문,33.4139954,126.2606548
해안로412,단품요리 전문,33.2000415,126.2760058
한마음정육식당삼화점,단품요리 전문,33.5144514,126.5784773
모이세본점,단품요리 전문,33.4838612,126.4831076
순두부엔짬뽕,단품요리 전문,33.25581820000001,126.5205224
그리매,가정식,33.4635213,126.6607487
모구리,가정식,33.4063213,126.818233
본죽엔비빔밥카페 제주강정점,가정식,33.2528144,126.5026683
한솥도시락 제주연동대림점,도시락,33.4808963,126.4900232
교동짬뽕제주,중식,33.5031323,126.533748
흑돼지패밀리,가정식,33.302706,126.6568975
달자카페,커피,33.4836583,126.3797758
"투썸플레스 제주모슬포점, 코자스파호텔",커피,33.2166675,126.2521425
만월당,커피,33.2793043,126.7058334
팔팔돼지,단품요리 전문,33.4893108,126.4895985
종달미소,가정식,33.4922839,126.8948026
일품순두부신시가지점,단품요리 전문,33.2486496,126.5142277
조개구오,단품요리 전문,33.2588415,126.5738507
화고보리볏짚초벌구이신시가지,가정식,33.2533792,126.50621
조개마당,단품요리 전문,33.4892172,126.4892947
칠사돈한담점,가정식,33.4620991,126.3122034
등대문화센터,커피,33.5213689,126.5456439
파스쿠찌제주한라병원점,커피,33.4901258,126.4859164
빽다방 제주성산일출봉점,커피,33.46234400000001,126.9348478
카페신상,커피,33.4972576,126.4492272
삼다소머리곰탕,단품요리 전문,33.5055382,126.5244707
제주칼국수장수상회,단품요리 전문,33.3842505,126.8024437
남문숯불바베큐치킨 삼화점,치킨,33.5200838,126.5731444
제주소담,단품요리 전문,33.23139,126.5074727
춘향이네,단품요리 전문,33.4961292,126.4772181
목포고을본점,가정식,33.2584022,126.4070695
옛날옛적에,가정식,33.2474795,126.5639681
선흘곶,가정식,33.5084437,126.7177644
호자(HOJA),단품요리 전문,33.521408,126.8575046
제주김만복함덕점,단품요리 전문,33.5379604,126.6748513
우정회센타2호점,단품요리 전문,33.2497834,126.5636145
연동고수김밥,분식,33.4781505,126.4933192
한라생얼큰이외도점,가정식,33.4869009,126.4323844
현대제과,베이커리,33.5119199,126.5260762
미루네닭숯불구이삼화점,가정식,33.5163511,126.5793816
대손관제주청사점,분식,33.4901642,126.5272329
정주네 식당,가정식,33.5161463,126.5271244
옛날깡통,가정식,33.4883833,126.490584
탐라는갈비,가정식,33.4700522,126.5451134
영건식당,가정식,33.4871367,126.4916133
빽다방 제주중앙여고점,커피,33.4899575,126.5411075
어조횟집,단품요리 전문,33.4605024,126.9307656
드숑,단품요리 전문,33.2570888,126.5722671
남양통,치킨,33.5159031,126.5249449
두루,분식,33.4851915,126.4724304
순덕이네왕갈비,가정식,33.5222666,126.5673477
비비큐제주시청점,치킨,33.500198,126.5277407
사계진미숯불닭갈비제원점,단품요리 전문,33.4881281,126.4905742
본도시락 제주시청점,도시락,33.50218,126.5330732
신전떡볶이,분식,33.4909548,126.5384764
이가도담해장국,단품요리 전문,33.4822386,126.4133186
사계흑돼지산방산본점,가정식,33.2480899,126.3027051
신비섬,가정식,33.4489685,126.9158371
에이바우트커피 남녕고점,커피,33.490018,126.4813302
모임터,단품요리 전문,33.4930505,126.4843662
표선어촌식당,가정식,33.3252612,126.8445446
비에노즈,단품요리 전문,33.4424817,126.2839584
월간맥주 제주노형점,맥주/요리주점,33.4900164,126.4771356
티오,양식,33.4890638,126.4765225
주식회사보말,가정식,33.2515613,126.4249098
스카이마트,단품요리 전문,33.469805,126.4598993
동진식당공항점,가정식,33.5096971,126.5093217
건입동마을협동조합,가정식,33.5164531,126.5321246
풀입채진고복식당제주공항점,가정식,33.507781,126.4931329
풍향가든,가정식,33.2360408,126.4975373
김밥천국 시청본점,분식,33.4953954,126.5326518
미스터빠삭  제주외도점,단품요리 전문,33.4932708,126.4291314
앤트러사이트,단품요리 전문,33.4077796,126.2583173
삼춘이야기,가정식,33.4876477,126.4305609
돈파스타정원,단품요리 전문,33.4729066,126.3474423
디오니스토어제주점,치킨,33.4923434,126.4736281
흑사돈,가정식,33.3276308,126.8341019
훈이네해장국,가정식,33.3493983,126.1825103
땡초불닭발동대문엽기떡볶이 제주시청점,분식,33.4981496,126.5315853
중문갈치노릇,단품요리 전문,33.2562763,126.4321715
제주색달식당,가정식,33.2417765,126.3862746
모이자,가정식,33.4964146,126.5235939
제주포차제주의노을,단품요리 전문,33.4401752,126.2765954
대자연가든,가정식,33.5400531,126.675392
한라원,가정식,33.3060039,126.3118145
마농오메기통닭마농문어통닭,치킨,33.2495636,126.5630367
연동계수나무집,가정식,33.4862148,126.4934125
우원,가정식,33.5031494,126.5425707
행복김밥,분식,33.486068,126.4304452
형제낙지,단품요리 전문,33.40800979999999,126.2658422
죽성고을,가정식,33.4622582,126.5341448
불막열삼제주삼화점,단품요리 전문,33.5160409,126.5789547
마스로,가정식,33.2520798,126.4242797
행복미가,가정식,33.5226942,126.5830524
굽네치킨화북삼양점,치킨,33.5195373,126.5655186
바로덮밥엔바로파스타서귀포점,가정식,33.2470249,126.5690071
바다를 본 돼지 2호점,단품요리 전문,33.4882483,126.4761103
김준호의대단한갈비 제주아라점,단품요리 전문,33.4764274,126.5447546
서진이네해장국24시감자탕본점,단품요리 전문,33.4840607,126.4846262
모이세해장국조천점,단품요리 전문,33.4589915,126.701784
벨아벨카페,커피,33.507781,126.4931329
피자헛서귀포점,피자,33.254978,126.5704527
육십계치킨외도점,단품요리 전문,33.4872746,126.4323765
표선골목집,가정식,33.3247351,126.838396
산지해장국노형직영점,단품요리 전문,33.4833359,126.4763988
원조부안집연동점,단품요리 전문,33.4867328,126.4921356
꽃잎대패 제주아라점,가정식,33.4847989,126.5423565
왕청가,가정식,33.47170699999999,126.5465836
에이바우트커피신제주점,커피,33.4817045,126.4824816
하꼬네,일식,33.4963238,126.5300035
명태명가,가정식,33.4840605,126.5354438
김만복고기국수,커피,33.4945192,126.5091278
대기정,가정식,33.240315,126.4285773
크레이지제이제이바,단품요리 전문,33.251849,126.4268184
나라돈까스,단품요리 전문,33.49080800000001,126.4317132
고씨회관,가정식,33.4877193,126.4912352
물항식당본점,가정식,33.5169396,126.5290956
김서방재첩해장국,단품요리 전문,33.4836831,126.4829543
서진갈비식당,가정식,33.26369,126.6212793
갯바위식당,가정식,33.2496996,126.5657145
세븐바,단품요리 전문,33.486889,126.4314372
던킨 제주신화월드점,도너츠,33.3071802,126.3174379
멍 우주,단품요리 전문,33.2326221,126.367432
강춘식당,가정식,33.5120848,126.527922
은혜성,중식,33.49286,126.4413807
술고래,가정식,33.2504104,126.42401
꽁순이네,가정식,33.4102243,126.3758566
호미,단품요리 전문,33.5333903,126.6187732
중문클럽하우스주식회사,가정식,33.249859,126.4049977
이인자뼈다귀해장국,단품요리 전문,33.487751,126.4788306
하소로커피,단품요리 전문,33.2956338,126.2177696
원조목살집,가정식,33.2525579,126.425514
장위동유성집신제주점,가정식,33.4839121,126.4616238
삼성웰스토리 (주)대한항공비행훈련원,구내식당/푸드코트,33.3828211,126.7313785
삼신할망밥상,가정식,33.4032219,126.8131906
달떡볶이구제주점,분식,33.5012897,126.5297134
만복반미,기타세계요리,33.4833787,126.470207
우정회센타중문점,단품요리 전문,33.2519622,126.4238925
인쌩맥주제주노형점,맥주/요리주점,33.487575,126.4782346
에이바우트커피인제점,커피,33.5050037,126.541726
교촌치킨 일도점,치킨,33.5059649,126.5412688
죽마고우,가정식,33.4772978,126.4892263
대평리마을회명물식당,가정식,33.2371154,126.361306
대돈앤엘리팝,단품요리 전문,33.5158742,126.5265881
연화양꼬치,꼬치구이,33.4834535,126.4903857
혜민이네양곱창,단품요리 전문,33.2538087,126.5094805
포차천국,가정식,33.4979481,126.5292793
홍열이네,단품요리 전문,33.505514,126.5418049
라움이즈,단품요리 전문,33.2808773,126.2889259
한라산마루,가정식,33.2566585,126.5689609
흑섬,가정식,33.5303511,126.5893315
글램바,단품요리 전문,33.4855994,126.492822
벌집식당,가정식,33.2447607,126.564725
보영반점,중식,33.416227,126.2654641
좀녀마을,가정식,33.4873913,126.4959608
곰막,단품요리 전문,33.55687,126.720591
배스킨라빈스서귀포대정점,베이커리,33.222124,126.253975
복댕이,가정식,33.4476198,126.9165541
아리,일식,33.2528101,126.5028981
메가엠지씨커피제주동문시장점,커피,33.5133678,126.5262794
벌크커피한림점,커피,33.4087663,126.2668015
수영,단품요리 전문,33.4834306,126.4827103
함덕해물라면오빠네,분식,33.5428532,126.6727062
연동탑부평,단품요리 전문,33.4848417,126.494721
바당좀녀집,가정식,33.5186101,126.490346
밀밭,가정식,33.487884,126.4750526
주식회사 원담,가정식,33.5021563,126.5287933
교래향,단품요리 전문,33.4180631,126.6534847
우도물들이,가정식,33.522831,126.9504755
골막식당,가정식,33.502473,126.538417
쪼끌락,단품요리 전문,33.55785170000001,126.7552118
털보산해,단품요리 전문,33.4862367,126.4926515
칠링아웃제주중문점,양식,33.2475953,126.4297094
인천상륙작전,가정식,33.2807109,126.2782769
제주냉동삼겹살제주산,단품요리 전문,33.2470613,126.5645045
