관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 ,숙박,숙박,숙박시설,펜션,221.0,1.0,29.0,2.0,5.0,6.0,5.0,4.0,3.0,4.0,33.2365443,126.5123459
가마오름,제주특별자치도 제주시 한경면 청수서5길 63 ,관광지,자연,자연관광지,산,609.0,1.0,66.0,11.0,11.0,9.0,9.0,10.0,6.0,10.0,33.3054878,126.2493496
가문이오름,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,산,502.0,1.0,49.0,11.0,9.0,6.0,6.0,1.0,9.0,7.0,,
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554 ,관광지,자연,자연관광지,산,500.0,1.0,63.0,12.0,13.0,8.0,4.0,12.0,5.0,9.0,33.393916,126.7224085
가시식당,제주특별자치도 서귀포시 표선면 가시로565번길 22 ,음식점,음식,음식점,한식,399.0,1.0,47.0,8.0,6.0,6.0,8.0,8.0,3.0,8.0,33.3530912,126.7712412
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,1.0,1222.0,239.0,209.0,162.0,163.0,136.0,130.0,183.0,33.1697336,126.271453
각시바우오름,제주특별자치도 서귀포시 호근동 2112 (호근동),관광지,자연,자연관광지,산,455.0,1.0,43.0,15.0,6.0,7.0,3.0,4.0,2.0,6.0,33.2767567,126.5269589
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,1.0,36.0,7.0,7.0,5.0,3.0,1.0,2.0,11.0,33.2350546,126.3136741
감귤박물관,제주특별자치도 서귀포시 효돈순환로 441 (신효동),문화시설,인문(문화/예술/역사),문화시설,박물관,3589.0,1.0,359.0,66.0,66.0,49.0,42.0,42.0,32.0,62.0,33.27127979999999,126.6076749
감나무집,제주특별자치도 제주시 오남로 12 ,음식점,음식,음식점,한식,421.0,1.0,41.0,7.0,2.0,3.0,6.0,6.0,5.0,12.0,33.4941866,126.5194321
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,1.0,63.0,10.0,7.0,10.0,9.0,6.0,11.0,10.0,,
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 ,관광지,자연,자연관광지,산,1080.0,1.0,93.0,18.0,17.0,11.0,8.0,16.0,9.0,14.0,33.4232271,126.7717506
개오리오름,제주특별자치도 제주시 명림로 584 (봉개동) ,관광지,자연,자연관광지,산,380.0,1.0,41.0,11.0,7.0,7.0,3.0,8.0,1.0,4.0,33.4571323,126.6130534
거멍국수,제주특별자치도 서귀포시 안덕면 사계로114번길 53-14 ,음식점,음식,음식점,한식,518.0,1.0,73.0,11.0,13.0,9.0,11.0,14.0,3.0,12.0,33.2444338,126.3044052
거문오름,제주특별자치도 제주시 조천읍 선교로 569-36 ,관광지,자연,자연관광지,산,11268.0,1.0,761.0,130.0,126.0,132.0,92.0,83.0,80.0,118.0,,
건강과성박물관,제주특별자치도 서귀포시 안덕면 일주서로 1611 ,문화시설,인문(문화/예술/역사),문화시설,박물관,1775.0,1.0,227.0,42.0,42.0,33.0,25.0,32.0,17.0,36.0,33.2547254,126.3455651
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,1.0,230.0,50.0,44.0,26.0,29.0,30.0,20.0,31.0,33.5065528,126.9549021
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) ,관광지,자연,자연관광지,산,1200.0,1.0,162.0,51.0,20.0,21.0,18.0,18.0,16.0,18.0,,
고불락,제주특별자치도 제주시 애월읍 고내로7길 45-12 ,음식점,음식,음식점,한식,410.0,1.0,55.0,9.0,15.0,4.0,9.0,4.0,3.0,11.0,33.4667429,126.3365337
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,1.0,58.0,16.0,9.0,5.0,4.0,10.0,1.0,13.0,33.2575958,126.214254
고살리숲길,제주특별자치도 서귀포시 남원읍 ,관광지,자연,자연관광지,산,2593.0,1.0,209.0,45.0,33.0,28.0,24.0,24.0,28.0,27.0,33.3252261,126.5961931
고요산책,제주특별자치도 제주시 중앙로12길 5 1층,음식점,음식,음식점,카페/전통찻집,790.0,1.0,76.0,18.0,18.0,10.0,7.0,9.0,8.0,6.0,33.5118299,126.5238883
고요새,제주특별자치도 제주시 선사로8길 11 ,음식점,음식,음식점,카페/전통찻집,200.0,1.0,22.0,7.0,3.0,2.0,5.0,1.0,1.0,3.0,33.5255346,126.5867411
고흐의정원,제주특별자치도 서귀포시 삼달신풍로 126-5 ,문화시설,인문(문화/예술/역사),문화시설,전시관,1247.0,1.0,150.0,23.0,28.0,19.0,20.0,22.0,17.0,21.0,,
곤밥2,제주특별자치도 제주시 서부두남길 8 ,음식점,음식,음식점,한식,155.0,1.0,21.0,7.0,1.0,3.0,5.0,4.0,0.0,1.0,33.5149792,126.5277011
골드원호텔&스위트,제주특별자치도 서귀포시 이어도로 1032 (서호동) ,숙박,숙박,숙박시설,관광호텔,248.0,1.0,51.0,8.0,10.0,6.0,7.0,5.0,4.0,11.0,,
골막식당,제주특별자치도 제주시 천수로 12 ,음식점,음식,음식점,한식,354.0,1.0,35.0,6.0,6.0,9.0,2.0,8.0,3.0,1.0,33.502473,126.538417
골목카페옥수,제주특별자치도 제주시 소길1길 19 ,음식점,음식,음식점,카페/전통찻집,221.0,1.0,35.0,2.0,5.0,6.0,7.0,7.0,0.0,8.0,33.4398656,126.3800136
공백,제주특별자치도 제주시 동복로 83 ,음식점,음식,음식점,카페/전통찻집,486.0,1.0,43.0,10.0,8.0,4.0,4.0,8.0,5.0,4.0,33.5535127,126.7151122
공천포식당,제주특별자치도 서귀포시 남원읍 공천포로 89 ,음식점,음식,음식점,한식,513.0,1.0,54.0,14.0,5.0,6.0,7.0,5.0,8.0,9.0,33.2664021,126.6426285
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,1.0,539.0,101.0,101.0,81.0,64.0,65.0,57.0,70.0,33.45329040000001,126.3212801
관덕정,제주특별자치도 제주시 관덕로 19 (삼도이동),관광지,인문(문화/예술/역사),역사관광지,고궁,5642.0,1.0,474.0,73.0,75.0,63.0,68.0,67.0,57.0,71.0,33.5133704,126.5214334
관음사,제주특별자치도 제주시 산록북로 660 (아라일동),관광지,인문(문화/예술/역사),역사관광지,사찰,1809.0,1.0,200.0,41.0,32.0,32.0,26.0,20.0,22.0,27.0,33.4237942,126.5583908
관음사야영장,제주특별자치도 제주시 산록북로 588 (오등동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",1369.0,1.0,121.0,17.0,26.0,17.0,12.0,11.0,16.0,22.0,,
광원,제주특별자치도 제주시 1100로 3208 ,음식점,음식,음식점,한식,307.0,1.0,31.0,6.0,6.0,1.0,6.0,3.0,3.0,6.0,33.4726152,126.4847916
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,1.0,798.0,158.0,112.0,90.0,85.0,111.0,82.0,160.0,33.4370258,126.9224025
교래손칼국수,제주특별자치도 제주시 조천읍 비자림로 645 ,음식점,음식,음식점,한식,751.0,1.0,69.0,11.0,10.0,9.0,11.0,13.0,4.0,11.0,33.4362437,126.6757682
구엄리돌염전,제주특별자치도 제주시 애월읍 구엄리 ,관광지,자연,자연관광지,강,5343.0,1.0,482.0,79.0,85.0,60.0,58.0,68.0,51.0,81.0,33.4830351,126.3772045
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,1.0,60.0,7.0,13.0,9.0,6.0,8.0,7.0,10.0,33.4791227,126.3813732
구좌상회,제주특별자치도 제주시 조천읍 선교로 198-5 ,음식점,음식,음식점,카페/전통찻집,96.0,1.0,96.0,15.0,16.0,18.0,16.0,9.0,8.0,14.0,33.556225,126.7926704
국립제주박물관,제주특별자치도 제주시 일주동로 17 (건입동),문화시설,인문(문화/예술/역사),문화시설,박물관,3774.0,1.0,288.0,51.0,43.0,36.0,28.0,37.0,45.0,48.0,33.5134213,126.5487245
국수냐국밥이냐,제주특별자치도 서귀포시 김정문화로 39 ,음식점,음식,음식점,한식,247.0,1.0,24.0,8.0,2.0,6.0,3.0,2.0,0.0,3.0,,
국수바다본점,제주특별자치도 서귀포시 일주서로 982 (색달동),음식점,음식,음식점,한식,598.0,1.0,69.0,10.0,18.0,9.0,6.0,9.0,8.0,9.0,,
국수의전설,제주특별자치도 서귀포시 효돈로 108 (신효동),음식점,음식,음식점,한식,1002.0,1.0,118.0,22.0,27.0,22.0,9.0,18.0,10.0,10.0,33.2634678,126.61037
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",808.0,1.0,111.0,17.0,21.0,18.0,24.0,10.0,9.0,12.0,33.5042988,126.6740979
그계절,제주특별자치도 제주시 한동로 119 1동,음식점,음식,음식점,카페/전통찻집,236.0,1.0,29.0,5.0,8.0,4.0,4.0,4.0,0.0,4.0,33.5318687,126.8185758
그랜드조선제주,제주특별자치도 서귀포시 중문관광로72번길 60 ,숙박,숙박,숙박시설,관광호텔,465.0,1.0,65.0,14.0,11.0,7.0,3.0,13.0,7.0,10.0,,
그랜드하얏트제주,제주특별자치도 제주시 노형동 ,숙박,숙박,숙박시설,관광호텔,1235.0,1.0,203.0,39.0,41.0,21.0,26.0,30.0,13.0,33.0,,
그러므로part2,제주특별자치도 제주시 수목원길 16-14 ,음식점,음식,음식점,카페/전통찻집,181.0,1.0,23.0,3.0,8.0,2.0,4.0,0.0,3.0,3.0,33.4684296,126.4860264
그레이그로브,제주특별자치도 서귀포시 형제해안로 70 ,음식점,음식,음식점,카페/전통찻집,314.0,1.0,43.0,8.0,9.0,5.0,7.0,5.0,2.0,7.0,33.2258399,126.2998288
그리운바다성산포,제주특별자치도 서귀포시 성산등용로 94 ,음식점,음식,음식점,한식,569.0,1.0,64.0,11.0,15.0,8.0,6.0,7.0,5.0,12.0,33.4698032,126.9299962
그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),숙박,숙박,숙박시설,펜션,89.0,1.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,33.5163208,126.5035006
그옛맛,제주특별자치도 제주시 서사로24길 12 ,음식점,음식,음식점,한식,207.0,1.0,33.0,5.0,6.0,1.0,5.0,3.0,1.0,12.0,33.4985252,126.5185818
그초록,제주특별자치도 제주시 구좌읍 행원로7길 23-16 ,음식점,음식,음식점,카페/전통찻집,330.0,1.0,53.0,3.0,12.0,7.0,12.0,4.0,3.0,12.0,33.55572910000001,126.8070352
글라글라하와이,제주특별자치도 서귀포시 하모항구로 70 ,음식점,음식,음식점,서양식,339.0,1.0,33.0,5.0,4.0,4.0,5.0,3.0,5.0,7.0,33.2195409,126.2514261
금강민물장어,제주특별자치도 서귀포시 일주동로 8597 ,음식점,음식,음식점,한식,396.0,1.0,50.0,8.0,10.0,2.0,5.0,7.0,3.0,15.0,33.2543319,126.5694948
금능석물원,제주특별자치도 제주시 한림읍 한림로 176 ,관광지,자연,자연관광지,수목원,1914.0,1.0,174.0,37.0,31.0,20.0,28.0,17.0,15.0,26.0,33.3857827,126.2269007
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,1.0,56.0,10.0,9.0,7.0,9.0,6.0,9.0,6.0,33.3700283,126.2392054
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,1.0,483.0,90.0,75.0,53.0,67.0,48.0,57.0,93.0,33.3911311,126.2362647
금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11 (구좌읍),관광지,인문(문화/예술/역사),역사관광지,사찰,478.0,1.0,53.0,10.0,11.0,5.0,7.0,10.0,2.0,8.0,33.553856,126.7535423
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,1.0,187.0,28.0,30.0,27.0,23.0,29.0,15.0,35.0,33.2729991,126.701485
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,1.0,192.0,40.0,25.0,29.0,25.0,19.0,16.0,38.0,33.477406,126.62762
김녕사굴,제주특별자치도 제주시 구좌읍 덕평로 392-1 ,관광지,자연,자연관광지,동굴,2982.0,1.0,318.0,59.0,57.0,48.0,26.0,47.0,43.0,38.0,33.5010103,126.7736187
김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16 ,레포츠,레포츠,수상 레포츠,요트,1566.0,1.0,124.0,21.0,20.0,25.0,16.0,14.0,13.0,15.0,33.5579617,126.7367958
김만덕기념관,제주특별자치도 제주시 산지로 7 (건입동),문화시설,인문(문화/예술/역사),문화시설,기념관,960.0,1.0,84.0,12.0,12.0,6.0,10.0,15.0,12.0,17.0,33.51589540000001,126.5304318
김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,532.0,1.0,59.0,12.0,14.0,7.0,5.0,8.0,4.0,9.0,33.5437307,126.6532369
깜돈흑돼지,제주특별자치도 제주시 삼무로3길 6 ,음식점,음식,음식점,한식,323.0,1.0,30.0,4.0,5.0,2.0,7.0,2.0,4.0,6.0,,
꽁순이네,제주특별자치도 제주시 중산간서로 5642 ,음식점,음식,음식점,한식,241.0,1.0,30.0,4.0,2.0,3.0,5.0,2.0,7.0,7.0,33.4469515,126.3387351
꿈꾸는노마드,제주특별자치도 서귀포시 선반로 54 ,숙박,숙박,숙박시설,펜션,179.0,1.0,23.0,0.0,7.0,2.0,4.0,5.0,3.0,2.0,,
끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28 (토평동),숙박,숙박,숙박시설,펜션,278.0,1.0,35.0,3.0,5.0,2.0,8.0,5.0,4.0,8.0,33.279433,126.5914359
나라돈까스,제주특별자치도 제주시 절물1길 23 ,음식점,음식,음식점,한식,385.0,1.0,32.0,5.0,6.0,4.0,4.0,1.0,4.0,8.0,33.49080800000001,126.4317132
나목도식당,제주특별자치도 서귀포시 표선면 가시로613번길 60 ,음식점,음식,음식점,한식,250.0,1.0,27.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,33.3536019,126.7717863
나무카페,제주특별자치도 제주시 조천읍 선교로 560 ,음식점,음식,음식점,카페/전통찻집,331.0,1.0,34.0,6.0,5.0,4.0,4.0,3.0,3.0,9.0,33.4561904,126.7104436
나인스파빌,제주특별자치도 제주시 애월읍 하광로 518 ,숙박,숙박,숙박시설,모텔,250.0,1.0,30.0,3.0,4.0,5.0,7.0,1.0,2.0,8.0,33.4454174,126.4302656
난드르바당,제주특별자치도 서귀포시 하예하동로16번길 11-1 (하예동),음식점,음식,음식점,한식,428.0,1.0,34.0,3.0,8.0,8.0,3.0,4.0,2.0,6.0,33.2345696,126.3709199
남경미락,제주특별자치도 서귀포시 안덕면 사계남로 190-3 ,음식점,음식,음식점,한식,501.0,1.0,52.0,15.0,6.0,4.0,5.0,9.0,1.0,12.0,33.2302096,126.3088479
낭뜰에쉼팡,제주특별자치도 제주시 조천읍 남조로 2343 ,음식점,음식,음식점,한식,599.0,1.0,71.0,16.0,10.0,11.0,7.0,13.0,6.0,8.0,33.4735811,126.6571543
내가찾은맛고을,제주특별자치도 제주시 진남로8길 39 ,음식점,음식,음식점,한식,225.0,1.0,19.0,6.0,2.0,0.0,1.0,2.0,2.0,6.0,,
내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95 ,레포츠,레포츠,육상 레포츠,트래킹,923.0,1.0,73.0,8.0,12.0,10.0,5.0,14.0,8.0,16.0,33.2692431,126.6254292
너븐숭이4.3기념관,제주특별자치도 제주시 조천읍 북촌3길 3 ,문화시설,인문(문화/예술/역사),문화시설,기념관,4427.0,1.0,323.0,54.0,49.0,69.0,44.0,37.0,32.0,38.0,,
넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8 (노형동),관광지,인문(문화/예술/역사),산업관광지,전자-반도체,3214.0,1.0,316.0,61.0,55.0,50.0,35.0,34.0,37.0,44.0,33.4720375,126.4855328
노라바,제주특별자치도 제주시 구엄길 100 ,음식점,음식,음식점,한식,521.0,1.0,56.0,13.0,8.0,7.0,12.0,4.0,6.0,6.0,33.4829842,126.3764916
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,1.0,421.0,78.0,77.0,74.0,51.0,45.0,32.0,64.0,33.2831505,126.2873239
노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416 ,숙박,숙박,숙박시설,펜션,269.0,1.0,39.0,10.0,7.0,4.0,4.0,3.0,5.0,6.0,33.25624,126.1903353
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,1.0,120.0,18.0,23.0,15.0,12.0,16.0,21.0,15.0,33.2425714,126.2243799
노형수퍼마켙,제주특별자치도 제주시 노형로 89 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,4378.0,1.0,338.0,63.0,67.0,51.0,37.0,28.0,35.0,57.0,33.4648375,126.4551637
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,1.0,383.0,63.0,60.0,44.0,59.0,52.0,43.0,62.0,33.2399183,126.3797536
높은오름,제주특별자치도 제주시 구좌읍 중산간동로 ,관광지,자연,자연관광지,산,883.0,1.0,99.0,24.0,19.0,13.0,6.0,13.0,10.0,14.0,33.4573234,126.7926039
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,1.0,181.0,38.0,30.0,18.0,25.0,21.0,20.0,29.0,,
느지리오름,제주특별자치도 제주시 한림읍 봉수대길 5 ,관광지,자연,자연관광지,산,746.0,1.0,88.0,17.0,14.0,6.0,12.0,14.0,7.0,18.0,,
늘봄흑돼지,제주특별자치도 제주시 한라대학로 12 ,음식점,음식,음식점,한식,732.0,1.0,77.0,14.0,14.0,9.0,16.0,7.0,5.0,12.0,33.479434,126.4728596
